무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도
49,대구광역시,달서구,구도,,이곡공원로,3,대구광역시 달서구 이곡공원로 54,대구광역시 달서구 이곡동 1301-1,35.85446105,128.5134421,대구지방조달청 서편,4,0,,,,2015.0
50,대구광역시,달서구,구도,,장산로32길,3,대구광역시 달서구 장산로32길 3,대구광역시 달서구 용산동 958-8,35.86186602,128.5268103,와룡변전소 삼거리 부근,4,0,,,,2015.0
51,대구광역시,달서구,구도,,월배로,3,대구광역시 달서구 월배로 458,대구광역시 달서구 송현동 194-2,35.83393126,128.5553372,NH농협 달성군지부 앞,4,0,,,,2015.0
2,대구광역시,달서구,구도,,도원로,3,대구광역시 달서구 도원로 36,대구광역시 달서구 도원동 1442-1,35.80649591,128.5352511,도원네거리(대곡스포렉스 주변),4,0,,,,2005.0
3,대구광역시,달서구,구도,,월배로,3,대구광역시 달서구 월배로 232,대구광역시 달서구 상인동 1502,35.81881003,128.5388531,롯데백화점 상인점 정문,4,0,,,2.0,2005.0
4,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1467,대구광역시 달서구 용산동 230-11,35.84945213,128.5274033,홈플러스 성서점 정문,4,0,,,,2005.0
5,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1491,대구광역시 달서구 용산동 215-33,35.84962944,128.5301168,향군회관 부근,4,0,,,,2005.0
6,대구광역시,달서구,구도,,월곡로,3,대구광역시 달서구 월배로 222,대구광역시 달서구 상인동 1396-5,35.81864365,128.5377675,상인역 4번 출구,4,0,,,,2006.0
7,대구광역시,달서구,구도,,성당로,3,대구광역시 달서구 성당로 1,대구광역시 달서구 성당동 260-1,35.83781625,128.557224,성당네거리,4,0,,,,2006.0
8,대구광역시,달서구,구도,,월배로,3,대구광역시 달서구 월배로 491,대구광역시 달서구 송현동 1041-1,35.83680122,128.5564752,서부정류장 입구,4,0,,,,2006.0
9,대구광역시,달서구,구도,,계대동문로,3,대구광역시 달서구 계대동문로 96,대구광역시 달서구 이곡동 1196-1,35.85510995,128.5028286,해성병원 부근,4,0,,,,2006.0
10,대구광역시,달서구,구도,,월배로,3,대구광역시 달서구 월배로 183,대구광역시 달서구 상인동 171-1,35.81827935,128.5325527,홈플러스 상인점 부근,4,0,,,,2007.0
11,대구광역시,달서구,구도,,성서공단로,3,대구광역시 달서구 성서공단로 364,대구광역시 달서구 월성동 182,35.83644836,128.5227344,남대구중고상사 부근,4,0,,,,2007.0
12,대구광역시,달서구,구도,,성서로,3,대구광역시 달서구 성서로 419,대구광역시 달서구 이곡동 1198-5,35.85499453,128.5066919,국민연금공단네거리 부근,4,0,,,,2007.0
13,대구광역시,달서구,구도,,이곡공원로,3,대구광역시 달서구 이곡동로 24,대구광역시 달서구 이곡동 1254-1,35.85333035,128.5101688,이마트 성서점 부근,4,0,,,,2007.0
14,대구광역시,달서구,구도,,호산로,3,대구광역시 달서구 호산로 125,대구광역시 달서구 파호동 89,35.85022635,128.4736811,삼성명가아파트 부근,4,0,,,2.0,2007.0
15,대구광역시,달서구,구도,,성서로,3,대구광역시 달서구 성서로 406,대구광역시 달서구 이곡동 1252,35.85376435,128.5077248,성서우체국 부근,4,0,,,,2008.0
16,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1276,대구광역시 달서구 이곡동 892-3,35.85140701,128.5067465,성서네거리 부근,4,0,,,,2008.0
17,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1568,대구광역시 달서구 감삼동 146-29,35.85030336,128.5386681,대구은행 죽전점 부근,4,0,,,,2008.0
18,대구광역시,달서구,구도,,계대동문로,3,대구광역시 달서구 계대동문로 116,대구광역시 달서구 이곡동 1198,35.85509985,128.5052311,국민은행 성서지점 부근,4,0,,,,2008.0
19,대구광역시,달서구,구도,,월배로,3,대구광역시 달서구 월배로 131,대구광역시 달서구 진천동 57-1,35.81642334,128.5283129,월배초등학교 부근,4,0,,,2.0,2008.0
20,대구광역시,달서구,구도,,두류공원로,3,대구광역시 달서구 두류공원로 264,대구광역시 달서구 두류동 148-3,35.85707236,128.5583555,두류네거리 국민건강보험공단 건너,4,0,,,,2008.0
21,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1467,대구광역시 달서구 용산동 230-11,35.84945213,128.5274033,홈플러스 성서점 물류입고장 앞,4,0,,,2.0,2008.0
22,대구광역시,달서구,구도,,달서대로,3,대구광역시 달서구 달서대로 625-1,대구광역시 달서구 신당동 1659,35.85529083,128.4918246,"계명대 동문(신당동, 대구은행 앞)",4,0,,,,2009.0
23,대구광역시,달서구,구도,,용산로,3,대구광역시 달서구 용산로 222,대구광역시 달서구 용산동 934,35.85742261,128.5308664,맥도날드(용산동),4,0,,,,2009.0
24,대구광역시,달서구,구도,,용산로,3,대구광역시 달서구 용산로 235,대구광역시 달서구 용산동 930-3,35.85848879,128.5302756,DGB대구은행 용산동지점,4,0,,,,2009.0
25,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1664,대구광역시 달서구 감삼동 106-2,35.85389318,128.5480478,감삼네거리,4,0,,,,2009.0
26,대구광역시,달서구,구도,,송현로,3,대구광역시 달서구 송현로 34,대구광역시 달서구 송현동 1948-4,35.82219219,128.5483162,농협 송현점 부근,4,0,,,2.0,2008.0
1,대구광역시,달서구,구도,,도원로,3,대구광역시 달서구 도원로 14,대구광역시 달서구 도원동 1431-1,35.80853149,128.5355746,농협대곡지점 부근,4,0,,,,2005.0
127,대구광역시,달서구,구도,,선원로33길,3,대구광역시 달서구 선원로33길 105,대구광역시 달서구 용산동 504,35.86108752,128.5151458,선원초등학교 부근,4,0,,,2.0,2021.0
128,대구광역시,달서구,구도,,조암남로,3,대구광역시 달서구 조암남로 100,대구광역시 달서구 월성동 1351,35.82056026,128.5221873,신월초등학교 부근,4,0,,,2.0,2021.0
129,대구광역시,달서구,구도,,월곡로,3,대구광역시 달서구 월곡로 211,대구광역시 달서구 상인동 481,35.81293412,128.5426752,상인초등학교 부근,4,0,,,2.0,2021.0
130,대구광역시,달서구,구도,,월배로39길,3,대구광역시 달서구 월배로39길 46,대구광역시 달서구 상인동 123-1,35.82174273,128.5320446,월서초등학교 부근,4,0,,,2.0,2021.0
131,대구광역시,달서구,구도,,송현로,3,대구광역시 달서구 송현로 192,대구광역시 달서구 본동 275-1,35.83490543,128.54536,남송초등학교 부근,4,0,,,2.0,2021.0
102,대구광역시,달서구,구도,,학산로2길,3,대구광역시 달서구 학산로2길 38,대구광역시 달서구 월성동 500-3,35.82413686,128.5328132,송일초등학교 부근,4,0,,,2.0,2020.0
103,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1846,대구광역시 달서구 두류동 83,35.86026809,128.5668815,웨딩비엔나 앞,4,0,,,,2020.0
104,대구광역시,달서구,구도,,새동네로,3,대구광역시 달서구 새동네로 27,대구광역시 달서구 용산동 412-4,35.85329294,128.5188817,성지초등학교 후문,4,0,,,2.0,2020.0
105,대구광역시,달서구,구도,,도원남로,3,대구광역시 달서구 도원남로 60,대구광역시 달서구 도원동 1458,35.80329395,128.5357496,대곡초등학교 부근,4,0,,,2.0,2020.0
106,대구광역시,달서구,구도,,장산로,3,대구광역시 달서구 장산로 30,대구광역시 달서구 용산동 957,35.8548369,128.5265312,장산초등학교 부근,4,0,,,2.0,2020.0
107,대구광역시,달서구,구도,,용산로,3,대구광역시 달서구 용산로 260,대구광역시 달서구 용산동 913,35.86108928,128.5312563,용전초등학교 부근,4,0,,,2.0,2020.0
108,대구광역시,달서구,구도,,호산로,3,대구광역시 달서구 호산로 125,대구광역시 달서구 파호동 89,35.85022635,128.4736811,삼성명가아파트 정문 부근,4,0,,,,2021.0
109,대구광역시,달서구,구도,,장기로,3,대구광역시 달서구 장기로 198,대구광역시 달서구 감삼동 338,35.84457103,128.5386403,본리초등학교 부근,4,0,,,2.0,2021.0
110,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1541-1,대구광역시 달서구 죽전동 273-24,35.85032666,128.5354798,죽전네거리 다이소,4,0,,,,2021.0
111,대구광역시,달서구,구도,,도원남로,3,대구광역시 달서구 도원남로 19,대구광역시 달서구 도원동 1441-1,35.80596789,128.5323817,교대부설초교 부근,4,0,,,2.0,2021.0
112,대구광역시,달서구,구도,,계대동문로3길,3,대구광역시 달서구 계대동문로3길 46,대구광역시 달서구 신당동 1733,35.85793865,128.4945204,신서초등학교 부근,4,0,,,2.0,2021.0
113,대구광역시,달서구,구도,,서당로,3,대구광역시 달서구 서당로 14,대구광역시 달서구 신당동 1842-12,35.85332314,128.4946909,신당초등학교 부근,4,0,,,2.0,2021.0
114,대구광역시,달서구,구도,,대명천로,3,대구광역시 달서구 대명천로 118,대구광역시 달서구 본리동 166-1,35.84055698,128.5472916,성당초등학교 부근,4,0,,,2.0,2021.0
115,대구광역시,달서구,구도,,상인서로,3,대구광역시 달서구 상인서로 60,대구광역시 달서구 상인동 1519,35.81635648,128.543274,월촌초등학교 부근,4,0,,,2.0,2021.0
116,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1339,대구광역시 달서구 이곡동 690,35.85196007,128.5144445,성서초등학교 부근,4,0,,,2.0,2021.0
117,대구광역시,달서구,구도,,상화로,3,대구광역시 달서구 상화로 70,대구광역시 달서구 대곡동 1025,35.80662752,128.5217528,대진초등학교 부근,4,0,,,2.0,2021.0
118,대구광역시,달서구,구도,,월성로,3,대구광역시 달서구 월성로 76,대구광역시 달서구 월성동 82-1,35.83110683,128.5260862,학산초등학교 부근,4,0,,,2.0,2021.0
119,대구광역시,달서구,구도,,한실로,3,대구광역시 달서구 한실로 43,대구광역시 달서구 도원동 1428-3,35.80817238,128.5312015,노전초등학교 부근,4,0,,,2.0,2021.0
120,대구광역시,달서구,구도,,송현로,3,대구광역시 달서구 송현로 128,대구광역시 달서구 송현동 1908,35.82868866,128.5448303,송현초등학교 부근,4,0,,,2.0,2021.0
121,대구광역시,달서구,구도,,달서대로,3,대구광역시 달서구 달서대로 39,대구광역시 달서구 유천동 327-1,35.81257393,128.5118548,유천초등학교 부근,4,0,,,2.0,2021.0
122,대구광역시,달서구,구도,,진천로4길,3,대구광역시 달서구 진천로4길 32,대구광역시 달서구 진천동 253-9,35.81089744,128.5284754,진월초등학교 부근,4,0,,,2.0,2021.0
123,대구광역시,달서구,구도,,달구벌대로,3,대구광역시 달서구 달구벌대로 1429-11,대구광역시 달서구 장기동 48,35.85036271,128.5232356,장성초등학교 부근,4,0,,,2.0,2021.0
124,대구광역시,달서구,구도,,도원남로,3,대구광역시 달서구 도원남로 100-30,대구광역시 달서구 도원동 1455,35.8047074,128.5421323,도원초등학교 부근,4,0,,,2.0,2021.0
125,대구광역시,달서구,구도,,달서대로109안길,3,대구광역시 달서구 달서대로109안길 76,대구광역시 달서구 호산동 350-1,35.8505816,128.4817872,파호초등학교 부근,4,0,,,2.0,2021.0
126,대구광역시,달서구,구도,,상인로,3,대구광역시 달서구 상인로 40,대구광역시 달서구 상인동 1560,35.81216502,128.5492651,월곡초등학교 부근,4,0,,,2.0,2021.0
40,대구광역시,중구,구도,,재마루길,3,,대구광역시 중구 남산동 103-8,35.863514,128.58251,남산초등학교,4,0,,,2.0,2021.0
24,대구광역시,중구,구도,,국채보상로,3,대구광역시 중구 국채보상로 474,대구광역시 중구 동산동 75-14,35.870545,128.582471,동산네거리 (새동산약국),4,0,,,,2019.0
25,대구광역시,중구,구도,,동성로6길,3,대구광역시 중구 동성로6길 61,대구광역시 중구 공평동 58-6,35.868826,128.598761,태왕스파크 앞,4,0,,,,2020.0
26,대구광역시,중구,구도,,동덕로,3,대구광역시 중구 동덕로 127,대구광역시 중구 삼덕동2가 105-1,35.866215,128.603171,경대병원건너 (두산약국 앞),4,0,,,,2009.0
27,대구광역시,중구,구도,,달구벌대로,3,대구광역시 중구 달구벌대로 2074-1,대구광역시 중구 남산동 512,35.865983,128.590478,현대백화점건너,4,0,,,,2009.0
28,대구광역시,중구,구도,,달구벌대로,3,대구광역시 중구 달구벌대로 2126,대구광역시 중구 봉산동 127-3,35.864906,128.596071,봉산문화회관입구 (미래에셋증권 앞),4,0,,,,2009.0
29,대구광역시,중구,구도,,중앙대로,3,대구광역시 중구 중앙대로 391,대구광역시 중구 동성로3가 8,35.86834,128.593216,아카데미극장 맞은편,4,0,,,,2010.0
30,대구광역시,중구,구도,,중앙대로,3,대구광역시 중구 중앙대로 407-3,대구광역시 중구 남일동 124-5,35.86976,128.593627,중앙로 하나은행 맞은편,4,0,,,,2010.0
31,대구광역시,중구,구도,,국채보상로,3,대구광역시 중구 국채보상로 599,대구광역시 중구 문화동 13-2,35.871189,128.596322,한일극장 맞은편,4,0,,,,2010.0
32,대구광역시,중구,구도,,국채보상로,3,대구광역시 중구 국채보상로 537,대구광역시 중구 수동 1-6,35.870842,128.589497,만경관극장 부근,4,0,,,,2010.0
33,대구광역시,중구,구도,,태평로,3,대구광역시 중구 태평로 295,대구광역시 중구 동인동3가 369-14,35.873567,128.609465,동도교회(제2신천교),4,0,,,,2010.0
34,대구광역시,중구,구도,,큰장로,3,대구광역시 중구 큰장로 110,대구광역시 중구 대신동 1012,35.868476,128.578042,서문시장5지구 앞,4,0,,,,2010.0
35,대구광역시,중구,구도,,달구벌대로,3,대구광역시 중구 달구벌대로 2226,대구광역시 중구 대봉동 12-22,35.862338,128.606524,방천시장 입구,4,0,,,,2017.0
36,대구광역시,중구,구도,,동덕로26길,3,대구광역시 중구 동덕로26길 10,대구광역시 중구 삼덕동2가 223-1,35.865695,128.604061,동덕초등학교,4,0,,,2.0,2021.0
37,대구광역시,중구,구도,,달성로,3,대구광역시 중구 달성로 11,대구광역시 중구 대신동 841,35.866283,128.582226,계성초등학교,4,0,,,2.0,2021.0
38,대구광역시,중구,구도,,명덕로,3,대구광역시 중구 명덕로 181,대구광역시 중구 남산동 2110-8,35.857452,128.590077,명덕초등학교,4,0,,,2.0,2021.0
39,대구광역시,중구,구도,,달성로,3,,대구광역시 중구 수창동 50-16,35.875559,128.585354,수창초등학교,4,0,,,2.0,2021.0
41,대구광역시,중구,구도,,봉산문화길,3,대구광역시 중구 봉산문화길 89,대구광역시 중구 봉산동 128-11,35.864134,128.596636,대구초등학교,4,0,,,2.0,2021.0
42,대구광역시,중구,구도,,이천로,3,대구광역시 중구 이천로 251,대구광역시 중구 봉산동 172-14,35.863622,128.599249,경대사대부초,4,0,,,2.0,2021.0
43,대구광역시,중구,구도,,종로,3,대구광역시 중구 종로 71,대구광역시 중구 대안동 73,35.872392,128.590784,종로초등학교,4,0,,,2.0,2021.0
44,대구광역시,중구,구도,,달구벌대로447길,3,대구광역시 중구 달구벌대로447길 10,대구광역시 중구 삼덕동3가 316,35.863779,128.608142,삼덕초등학교,4,0,,,2.0,2021.0
45,대구광역시,중구,구도,,국채보상로,3,대구광역시 중구 국채보상로 726-1,대구광역시 중구 동인동4가 386-2,35.86862,128.61003,동인초등학교,4,0,,,2.0,2021.0
46,대구광역시,중구,구도,,종로,3,대구광역시 중구 종로 36,대구광역시 중구 종로2가 16,35.869374,128.591821,화교소학교,4,0,,,2.0,2021.0
47,대구광역시,중구,구도,,종로,3,대구광역시 중구 명륜로 111,대구광역시 중구 봉산동 234-14,35.860254,128.596575,향교네거리,4,0,,,,2021.0
1,대구광역시,중구,구도,,달성로,3,대구광역시 중구 달성로 47,대구광역시 중구 대신동 115-306,35.869557,128.582139,서문시장 동산육교,4,0,,,,2006.0
2,대구광역시,중구,구도,,동성로3가,3,,대구광역시 중구 동성로3가 73-1,35.866914,128.59482,통신골목 시계탑,4,0,,,,2006.0
3,대구광역시,중구,구도,,태평로,3,대구광역시 중구 태평로 196,대구광역시 중구 태평로1가 18-2,35.874213,128.599164,교동네거리(태평로),4,0,,,,2006.0
4,대구광역시,중구,구도,,동성로1길,3,대구광역시 중구 동성로1길 77,대구광역시 중구 삼덕동1가 35-11,35.865553,128.597474,통신골목입구,4,0,,,,2007.0
5,대구광역시,중구,구도,,큰장로,3,대구광역시 중구 큰장로 134,대구광역시 중구 대신동 115-9,35.870355,128.579835,큰장네거리,4,0,,,,2007.0
6,대구광역시,중구,구도,,동성로5길,3,대구광역시 중구 동성로5길 33,대구광역시 중구 삼덕동1가 5-1,35.868292,128.59648,동성5길 (구.금융결제원),4,0,,,,2007.0
7,대구광역시,중구,구도,,동성로2길,3,대구광역시 중구 동성로2길 83,대구광역시 중구 동성로2가 68-25,35.869889,128.597052,2.28공원주변,4,0,,,,2008.0
8,대구광역시,중구,구도,,동성로6길,3,대구광역시 중구 동성로6길 2-23,대구광역시 중구 삼덕동1가 4-11,35.868284,128.595622,동성1길 (신헤어라인),4,0,,,,2008.0
9,대구광역시,중구,구도,,공평로,3,대구광역시 중구 공평로 35,대구광역시 중구 삼덕동1가 63-114,35.867404,128.599708,삼덕소방서,4,0,,,,2008.0
10,대구광역시,중구,구도,,종로,3,대구광역시 중구 종로 17,,35.867602,128.592078,남성로 정관장앞,4,0,,,,2009.0
11,대구광역시,중구,구도,,종로,3,대구광역시 중구 종로 41,대구광역시 중구 종로1가 105-2,35.869742,128.591498,종로1가 다보앞,4,0,,,,2009.0
12,대구광역시,중구,구도,,동성로6길,3,대구광역시 중구 동성로6길 48,대구광역시 중구 공평동 57-3,35.868669,128.598005,동성6길 (공평주차장 건너편),4,0,,,,2009.0
13,대구광역시,중구,구도,,대봉로,3,대구광역시 중구 대봉로 216,대구광역시 중구 대봉동 139-8,35.858207,128.601962,대봉1동 우체국앞,4,0,,,,2016.0
14,대구광역시,중구,구도,,북성로1가,3,,대구광역시 중구 북성로1가 80-2,35.874489,128.59427,북성로 1 (한일유료주차장앞),4,0,,,,2016.0
15,대구광역시,중구,구도,,북성로1가,3,,대구광역시 중구 북성로1가 30-5,35.874523,128.591826,북성로 2 (덕산도료앞),4,0,,,,2016.0
16,대구광역시,중구,구도,,북성로,3,대구광역시 중구 북성로 65-2,대구광역시 중구 북성로2가 5-1,35.874264,128.589646,북성로 3 (삼양베어링상사앞),4,0,,,,2016.0
17,대구광역시,중구,구도,,북성로,3,대구광역시 중구 북성로 32-1,대구광역시 중구 서야동 71-1,35.873773,128.585845,인교동 1 (세신종합볼트앞),4,0,,,,2016.0
18,대구광역시,중구,구도,,달성로,3,대구광역시 중구 달성로 100-8,대구광역시 중구 인교동 66-4,35.873808,128.582502,인교동 2 (성진엔텍앞),4,0,,,,2016.0
19,대구광역시,중구,구도,,달성로22길,3,대구광역시 중구 달성로22길 33,대구광역시 중구 수창동 61,35.875136,128.584137,수창초 앞,4,0,,,,2016.0
20,대구광역시,중구,구도,,남산동,3,,대구광역시 중구 남산동 933-4,35.864569,128.59201,삼정그린코아 앞,4,0,,,,2017.0
21,대구광역시,중구,구도,,명륜로23길,3,대구광역시 중구 명륜로23길93,대구광역시 중구 남산동912-5,35.864272,128.594785,대구초등학교 서편 (반월당역클래시아),4,0,,,,2018.0
22,대구광역시,중구,구도,,달구벌대로,3,대구광역시 중구 달구벌대로 2077,대구광역시 중구 계산동2가 200,35.8665,128.590776,현대백화점 대구점 앞,4,0,,,,2018.0
23,대구광역시,중구,구도,,달성로,3,대구광역시 중구 달성로 56,대구광역시 중구 동산동 194,35.869277,128.583188,동산병원 앞,4,0,,,,2018.0
F5609,대구광역시,달성군,고속국도,451,중부내륙지선,1,대구광역시 달성군 화원읍 비슬로 2609,대구광역시 달성군 화원읍 천내리 56,35.805105,128.5018395,중부내륙고속도로지선19.6km(대구시화원),1,100,,,99.0,2010.0
F5610,대구광역시,북구,고속국도,55,중앙고속도로,1,대구광역시 북구 문주길 45-38,대구광역시 북구 금호동 산 47-1,35.90511145,128.5259704,중앙고속도로109.9km,1,100,,,99.0,2010.0
F6244,대구광역시,달서구,특별시도,,달서대로,1,대구광역시 달서구 달서대로 232,대구광역시 달서구 대천동 791-1,35.82197178,128.4940768,월성교앞삼거리(호림네거리→구라지하도),2,60,,,99.0,2011.0
F6411,대구광역시,동구,특별시도,32,팔공로,1,대구광역시 동구 팔공로 1,대구광역시 동구 미곡동 597-1,35.90052361,128.6348358,구암교앞(공산터널→백안삼거리),1,60,,,99.0,2011.0
F6412,대구광역시,남구,특별시도,,앞산순환로,1,대구광역시 남구 앞산순환로 347,대구광역시 남구 대명동 1551-14,35.83083454,128.5643073,대명고가교앞(상인동→충혼탑),1,60,,,99.0,2011.0
F6413,대구광역시,남구,특별시도,,대명로,1,대구광역시 남구 대명로 56,대구광역시 남구 대명동 1099-3,35.83889604,128.5638238,남대구세무서건너편(성당네거리→안지랑네거리),1,50,,,99.0,2011.0
F6414,대구광역시,북구,특별시도,,사수로,1,대구광역시 북구 사수로 1,대구광역시 북구 팔달동 230-10,35.895118,128.537225,장태실마을건너(금호택지→매천대교),1,50,,,99.0,2011.0
F6415,대구광역시,수성구,특별시도,,동대구로,2,대구광역시 수성구 동대구광역시로 311,대구광역시 수성구 범어동 836,35.85828879,128.6260662,그랜드호텔앞(동대구역→두산오거리),1,60,,,99.0,2011.0
F6416,대구광역시,동구,특별시도,,동부로,1,대구광역시 동구 동부로 1,대구광역시 동구 신천동 742,35.87492377,128.612261,동대구역네거리(신천→수협네거리),2,50,,,99.0,2011.0
F6417,대구광역시,동구,특별시도,,공항로,1,대구광역시 동구 공항로 268,대구광역시 동구 지저동 786,35.89489135,128.6407023,강산아파트앞(불로삼거리→입석네거리),2,50,,,99.0,2011.0
F6418,대구광역시,수성구,특별시도,,동대구로,1,대구광역시 수성구 동대구광역시로 116,대구광역시 수성구 황금동 550-1,35.84008324,128.6248125,황금네거리(두산오거리→동대구역),2,60,,,99.0,2011.0
F6419,대구광역시,동구,특별시도,,이시아강변로,1,,대구광역시 동구 봉무동 1629,35.91992557,128.6335326,이시아폴리스삼거리(불로IC→봉무IC),2,60,,,99.0,2011.0
F6420,대구광역시,서구,특별시도,,달구벌대로,1,대구광역시 달서구 달구벌대로 1874,대구광역시 달서구 두류동 840-55,35.86099474,128.5696709,내당교회앞(두류네거리→반고개네거리),2,60,,,99.0,2011.0
F6421,대구광역시,서구,특별시도,,달서로,1,대구광역시 서구 달서로 32,대구광역시 서구 내당동 899-19,35.86488322,128.5714068,새길시장앞(반고개네거리→비산네거리),2,50,,,99.0,2011.0
F6422,대구광역시,서구,특별시도,,달서로,1,대구광역시 서구 달서로 154,대구광역시 서구 비산동 501-5,35.87594592,128.5714068,서부시장앞(비산네거리→북비산네거리),2,50,,,99.0,2011.0
F6423,대구광역시,북구,특별시도,,사수로,1,대구광역시 북구 사수로 1,대구광역시 북구 금호동 815,35.89539326,128.5204747,금호119안전센터삼거리(사수동→팔달교),2,50,,,99.0,2011.0
F6424,대구광역시,수성구,특별시도,,수성로,2,대구광역시 수성구 수성로 289,대구광역시 수성구 수성동1가 288-2,35.85143685,128.6129763,동성초등학교후문앞(동성학교네거리→축협네거리),2,40,,,2.0,2011.0
F6425,대구광역시,수성구,특별시도,,고모로,2,대구광역시 수성구 고모로 208,대구광역시 수성구 고모동 384-1,35.85823431,128.6786155,고모역앞(고모역→무열대),2,60,,,99.0,2011.0
F6426,대구광역시,달서구,특별시도,,월곡로,2,대구광역시 달서구 월곡로 1,대구광역시 달서구 월성동 559-2,35.82547065,128.5282319,월성네거리(남대구IC→상인네거리),2,50,,,99.0,2011.0
F6427,대구광역시,달서구,특별시도,,월곡로,2,대구광역시 달서구 월곡로 117,대구광역시 달서구 상인동 1103-3,35.80763373,128.5488919,상인남네거리(월곡)(상인네거리→월곡네거리),2,50,,,99.0,2011.0
F6428,대구광역시,달서구,일반국도,30,달구벌대로,1,대구광역시 달서구 달구벌대로 1358,대구광역시 달서구 장기동 790,35.8502544,128.5159816,이곡네거리(성서네거리→성서IC),2,60,,,99.0,2011.0
F6429,대구광역시,달성군,특별시도,,논공중앙로,2,대구광역시 달성군 논공읍 논공중앙로166,대구광역시 달성군 북리 490-16,35.72947221,128.4532877,외환은행네거리(샤니삼거리→환경시설달성사업소),2,50,,,99.0,2011.0
F6430,대구광역시,달성군,특별시도,,국가산단대로,2,대구광역시 달성군 구지면 국가산단대로 1,대구광역시 달성군 구지면 창리 183-4,35.65897164,128.41711,신창리네거리(산전교차로→주단네거리),2,60,,,99.0,2011.0
F6431,대구광역시,달성군,특별시도,,국가산단대로,1,대구광역시 달성군 구지면 국가산단대로 1,대구광역시 달성군 구지면 응암리 1220,35.65594671,128.4178074,주단네거리(산단네거리→신창리네거리),2,60,,,99.0,2011.0
F6432,대구광역시,달성군,특별시도,,논공로,1,대구광역시 달성군 논공읍 논공로 818,대구광역시 달성군 남리 224-103,35.72751536,128.4386589,홍천뚝배기앞(한국델파이→달성공단삼거리),2,50,,,99.0,2011.0
F8130,대구광역시,수성구,특별시도,,고모로,2,,대구광역시 수성구 만촌동 277-7,35.87156584,128.6576505,경부선육교(고모역→무열대),1,60,,,99.0,2015.0
F6922,대구광역시,동구,특별시도,,팔공산로,2,대구광역시 동구 팔공산로 1467,대구광역시 동구 도학동 260-1,35.97200495,128.7005601,도학1리마을회관건너(동화사→백안삼거리),1,60,,,99.0,2013.0
F6923,대구광역시,남구,특별시도,,앞산순환로,2,대구광역시 남구 앞산순환로 413,대구광역시 남구 대명동 산 218-15,35.83162237,128.5711764,안지랑고가교임시주차장(상동교→상인동),1,60,,,99.0,2013.0
F6924,대구광역시,북구,특별시도,,호국로,1,대구광역시 북구 호국로 1,대구광역시 북구 국우동 1126,35.94604013,128.5758593,학정2교(국우터널→50사단),1,60,,,99.0,2013.0
F6925,대구광역시,수성구,일반국도,4,화랑로,1,대구광역시 수성구 화랑로 254,대구광역시 수성구 만촌동 71-8,35.87687574,128.6518081,호텔인터불고진입로(효목네거리→화랑교),1,60,,,99.0,2013.0
F6926,대구광역시,달서구,특별시도,,와룡로,1,대구광역시 달서구 와룡로 151,대구광역시 달서구 감삼동 476-6,35.84620655,128.5366857,이마트감삼점앞(죽전네거리→본리네거리),1,60,,,99.0,2013.0
F6927,대구광역시,달서구,특별시도,,계대동문로,2,대구광역시 달서구 계대동문로 99,대구광역시 달서구 이곡동 1191,35.85566367,128.5041213,보성화성타운앞(국민연금→와룡시장),1,40,,,99.0,2013.0
F6928,대구광역시,중구,특별시도,,국채보상로,1,대구광역시 중구 국채보상로 554,대구광역시 중구 종로1가 40-4,35.87048779,128.5913037,만경관네거리(서성네거리→중앙네거리),2,50,,,99.0,2013.0
F6929,대구광역시,서구,특별시도,,달구벌대로,2,대구광역시 서구 달구벌대로 1917,대구광역시 서구 내당동 1105-5,35.86286462,128.5739067,크리스탈호텔앞사거리(신남네거리→반고개네거리),2,60,,,99.0,2013.0
F6930,대구광역시,북구,특별시도,45,학정로,1,대구광역시 북구 학정로 91,대구광역시 북구 태전동 452,35.91614443,128.5502061,리마트앞(면허시험장삼거리→태전네거리),2,50,,,99.0,2013.0
F6931,대구광역시,북구,특별시도,,신천동로,2,대구광역시 북구 신천동로 1,대구광역시 북구 대현동 512,35.88277093,128.6024674,잠수교앞(경대교→칠성교),2,60,,,99.0,2013.0
F6932,대구광역시,달성군,특별시도,,성천로,2,대구광역시 달성군 화원읍 성천로 1,대구광역시 달성군 화원읍 구라리 1105-4,35.80823082,128.4971992,구라리지하차도사거리(월배→화원),2,50,,,99.0,2013.0
F7186,대구광역시,수성구,특별시도,,신천대로,2,대구광역시 수성구 신천대로 1,대구광역시 수성구 파동 546,35.81172472,128.6141933,파동IC(두산교→가창방향),1,50,,,99.0,2013.0
