주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,위도,경도,데이터기준일자
156-1-000065,송현로12길인근,공영,노상,대구광역시 달서구 송현로12길 29,,3,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8244058107,128.5470223766,2020-03-17
156-1-000066,송현로16길인근,공영,노상,대구광역시 달서구 월배로69길 39,,2,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8273986016,128.5458278449,2020-03-17
156-1-000067,송현로2길인근,공영,노상,대구광역시 달서구 송현로2길 27,,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8217471091,128.5513789935,2020-03-17
156-1-000068,신당로인근,공영,노상,대구광역시 달서구 신당로 14,대구광역시 달서구 신당동 1815,68,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8535057943,128.493768833,2020-03-17
156-1-000069,신당중학교인근,공영,노상,대구광역시 달서구 서당로 25,대구광역시 달서구 신당동 1812-5,14,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.85414868,128.4954058822,2020-03-17
156-1-000070,신당초등인근,공영,노상,대구광역시 달서구 서당로 14,,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.85329967,128.4962887,2020-03-17
156-1-000071,앞산순환로39길인근,공영,노상,대구광역시 달서구 송현로8안길 35,,9,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.82190208,128.5506493,2020-03-17
156-1-000072,앞산순환로45길인근,공영,노상,대구광역시 달서구 월배로68길 91,대구광역시 달서구 송현동 2033,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.824186258,128.5517495704,2020-03-17
156-1-000073,앞산순환로49안길인근,공영,노상,대구광역시 달서구 앞산순환로49길 37,대구광역시 달서구 송현동 2032,38,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8263613101,128.553310097,2020-03-17
156-1-000074,앞산순환로61길인근,공영,노상,대구광역시 달서구 중흥로 67,,4,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8286493474,128.5592239683,2020-03-17
156-1-000075,와룡공원인근,공영,노상,대구광역시 달서구 선원남로 5,,65,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.85778812,128.5007081,2020-03-17
156-1-000076,와룡로10길인근,공영,노상,대구광역시 달서구 두류공원로 200,대구광역시 달서구 두류동 547,4,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8548541666,128.5648200851,2020-03-17
156-1-000077,와룡로10길인근,공영,노상,대구광역시 달서구 공원순환로 7,대구광역시 달서구 두류동 547,13,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8507464815,128.5616533709,2020-03-17
156-1-000078,와룡로10길인근,공영,노상,대구광역시 달서구 공원순환로 8,대구광역시 달서구 두류동 547,27,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8526115061,128.5604325033,2020-03-17
156-1-000079,와룡로45길인근,공영,노상,대구광역시 달서구 와룡로49길 55,,3,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.854265813,128.534142063,2020-03-17
156-1-000080,와룡로49길인근,공영,노상,대구광역시 달서구 와룡로51길 56-2,,7,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8557106246,128.5341920435,2020-03-17
156-1-000081,와룡로51길인근,공영,노상,대구광역시 달서구 월배로80길 96-3,,3,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8270318711,128.555252995,2020-03-17
156-1-000082,용산보성타운인근,공영,노상,대구광역시 달서구 용산서로 37,,74,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.85631474,128.5266074,2020-03-17
156-1-000083,용산중학교인근,공영,노상,대구광역시 달서구 와룡로45길 72,,14,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.854166,128.5323602,2020-03-17
156-1-000084,우방아파트 인근,공영,노상,대구광역시 달서구 장기로26길 30,,5,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.84428745,128.5475166,2020-03-17
156-1-000085,원화공원 인근,공영,노상,대구광역시 달서구 당산동3길 11,대구광역시 달서구 성당동 701-5,22,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8462609278,128.5464373867,2020-03-17
156-1-000086,월강수변공원 인근,공영,노상,대구광역시 달서구 월곡로 5,,68,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.7988027,128.5482878,2020-03-17
156-1-000087,월배공원 인근,공영,노상,대구광역시 달서구 상원로 32,,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.81283463,128.5367433,2020-03-17
156-1-000088,월배로65길인근,공영,노상,대구광역시 달서구 월배로65길 39,,13,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.82517614,128.5442418,2020-03-17
156-1-000089,월배로68안길인근,공영,노상,대구광역시 달서구 월배로72길 26,대구광역시 달서구 송현동 794-2,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8257300713,128.5491549255,2020-03-17
156-1-000090,월배로68안길인근,공영,노상,대구광역시 달서구 월배로72길 26,대구광역시 달서구 송현동 794-2,8,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8257300713,128.5491549255,2020-03-17
156-1-000091,월배로72길인근,공영,노상,대구광역시 달서구 월배로72길 52,,14,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8251441339,128.5504271085,2020-03-17
156-1-000092,월배로74길인근,공영,노상,대구광역시 달서구 월배로72길 58,,4,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8249892378,128.5506985136,2020-03-17
156-1-000093,월배로74서길인근,공영,노상,대구광역시 달서구 송현로8길 59,,3,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8243294011,128.5501545481,2020-03-17
156-1-000094,월배로74서길인근,공영,노상,대구광역시 달서구 월배로74서길 42,,3,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8250029375,128.5496365156,2020-03-17
156-1-000095,월배로83길인근,공영,노상,대구광역시 달서구 구마로40길 43-1,대구광역시 달서구 송현동 950,42,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.835084842,128.5488144543,2020-03-17
156-1-000096,월배로83길인근,공영,노상,대구광역시 달서구 구마로40길 43-1,대구광역시 달서구 송현동 950,3,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.835084842,128.5488144543,2020-03-17
156-1-000097,월배로84길인근,공영,노상,대구광역시 달서구 구마로40길 43-1,대구광역시 달서구 송현동 950,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.835084842,128.5488144543,2020-03-17
156-1-000098,월배로88길인근,공영,노상,대구광역시 달서구 구마로40길 43-1,대구광역시 달서구 송현동 950,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.835084842,128.5488144543,2020-03-17
156-1-000099,월배로93길인근,공영,노상,대구광역시 달서구 구마로40길 21,,22,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.83523443,128.5502879,2020-03-17
156-1-000100,일광아파트 인근,공영,노상,대구광역시 달서구 죽전길 72,,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.85496422,128.5405181,2020-03-17
156-1-000101,죽전1길 인근,공영,노상,대구광역시 달서구 죽전1길 120-36,대구광역시 달서구 죽전동 339,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8548284211,128.5391917062,2020-03-17
156-1-000102,죽전2길 인근,공영,노상,대구광역시 달서구 당산로41길 114,,2,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8530612824,128.5420709495,2020-03-17
156-1-000103,죽전동주민센터,공영,노상,대구광역시 달서구 와룡로54길 28,,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8557902191,128.5398036293,2020-03-17
156-1-000104,죽전초등학교,공영,노상,대구광역시 달서구 죽전길 127,,24,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8577855994,128.5399263555,2020-03-17
156-1-000105,중흥로12길인근,공영,노상,대구광역시 달서구 중흥로 68,대구광역시 달서구 송현동 2024,18,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8277625311,128.5583966136,2020-03-17
156-1-000106,중흥로16길인근,공영,노상,대구광역시 달서구 중흥로16길 33,,40,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.82732114,128.5580026,2020-03-17
156-1-000107,학산로47길인근,공영,노상,대구광역시 달서구 송현동길 16,,9,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.830433803,128.5500165591,2020-03-17
156-1-000108,학산로50안길인근,공영,노상,대구광역시 달서구 송현동3길 2,,2,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8308147616,128.5498247803,2020-03-17
156-1-000109,학산로인근,공영,노상,대구광역시 달서구 학산로 54,,18,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.82932079,128.5345525,2020-03-17
156-1-000110,한양은하아파트 인근,공영,노상,대구광역시 달서구 상화북로 137,,23,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.81121157,128.5409041,2020-03-17
156-1-000111,호산로27길인근,공영,노상,대구광역시 달서구 호산로 125,대구광역시 달서구 파호동 89,55,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8502213913,128.4736769928,2020-03-17
156-1-000112,홈마트대곡점 인근,공영,노상,대구광역시 달서구 월곡로 113,,13,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.80723777,128.5486004,2020-03-17
156-1-000113,신당로 노상주차장,공영,노상,대구광역시 달서구 신당로 16,대구광역시 달서구 신당동 1815,84,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,35.8535038677,128.4939237672,2020-03-17
157-1-000001,명천로인근,공영,노상,,대구광역시 달성군 화원읍 명곡리 144,29,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000002,화암로인근,공영,노상,,대구광역시 달성군 화원읍 명곡리 145,72,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000003,모개골길인근,공영,노상,대구광역시 달성군 화원읍 성화로 83,대구광역시 달성군 화원읍 설화리 1111,20,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000004,설화천로인근,공영,노상,,대구광역시 달성군 화원읍 설화리 160,45,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000005,명곡교인근,공영,노상,,대구광역시 달성군 화원읍 설화리 557-1,58,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000006,천내택지13길인근,공영,노상,,대구광역시 달성군 화원읍 천내리 131,14,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000007,천내택지8길인근,공영,노상,,대구광역시 달성군 화원읍 천내리 132,15,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000008,설래3길인근,공영,노상,대구광역시 달성군 화원읍 비슬로509길 26,대구광역시 달성군 화원읍 천내리 340,23,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000009,화장사길인근,공영,노상,대구광역시 달성군 화원읍 비슬로 2616,대구광역시 달성군 화원읍 천내리 461-3,2,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000010,천내택지2길인근,공영,노상,대구광역시 달성군 화원읍 인흥길 25-5,대구광역시 달성군 화원읍 천내리 56,34,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000011,인흥길인근,공영,노상,,대구광역시 달성군 화원읍 천내리 700-2,118,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000013,군청동길인근,공영,노상,,대구광역시 달성군 논공읍 금포리 1340-2,14,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000014,양지본길인근,공영,노상,,대구광역시 달성군 논공읍 남리 1144-1,113,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000015,금리양지1길인근,공영,노상,대구광역시 달성군 논공읍 논공로9길 39,대구광역시 달성군 논공읍 남리 1147,19,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000016,사촌본길인근,공영,노상,,대구광역시 달성군 논공읍 남리 137-48,34,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000017,양지1길인근,공영,노상,대구광역시 달성군 논공읍 논공로7길 55,대구광역시 달성군 논공읍 남리 224,26,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000018,남선알미늄앞길,공영,노상,,대구광역시 달성군 논공읍 본리리 103-8,48,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000019,공단7길인근-2,공영,노상,대구광역시 달성군 논공읍 논공로91길 47,대구광역시 달성군 논공읍 본리리 29-110,147,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000020,공단3길인근,공영,노상,,대구광역시 달성군 논공읍 본리리 29-22,85,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000021,공단4길인근,공영,노상,,대구광역시 달성군 논공읍 본리리 29-22,170,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000022,공단5길인근,공영,노상,,대구광역시 달성군 논공읍 본리리 29-22,42,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000023,남선알미늄옆길,공영,노상,,대구광역시 달성군 논공읍 본리리 29-22,34,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000024,대동금속뒷길,공영,노상,,대구광역시 달성군 논공읍 본리리 29-22,101,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000025,공단중앙로인근,공영,노상,,대구광역시 달성군 논공읍 북리 1047-3,88,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000026,공단6길인근,공영,노상,대구광역시 달성군 논공읍 논공로87길 128,대구광역시 달성군 논공읍 북리 1-113,192,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000027,공단9길인근,공영,노상,대구광역시 달성군 논공읍 논공로 318,대구광역시 달성군 논공읍 북리 1-116,82,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000012,화원로인근,공영,노상,대구광역시 달성군 화원읍 화원로 2,대구광역시 달성군 화원읍 천내리 45-10,25,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000028,양지4길인근,공영,노상,,대구광역시 달성군 논공읍 북리 1144-1,8,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000029,공단1길인근,공영,노상,,대구광역시 달성군 논공읍 북리 1-27,103,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000030,공단4교북편,공영,노상,,대구광역시 달성군 논공읍 북리 1-27,103,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000031,상신브레이크앞길,공영,노상,대구광역시 달성군 논공읍 논공중앙로33길 10,대구광역시 달성군 논공읍 북리 1-38,28,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000032,공단2길인근,공영,노상,대구광역시 달성군 논공읍 논공로 653-7,대구광역시 달성군 논공읍 북리 1-4,63,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000033,달성공단로인근,공영,노상,,대구광역시 달성군 논공읍 북리 1-47,558,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000034,공단7길인근,공영,노상,대구광역시 달성군 논공읍 논공중앙로54길 7,대구광역시 달성군 논공읍 북리 1-7,170,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000035,공단8길인근,공영,노상,대구광역시 달성군 논공읍 논공로 391,대구광역시 달성군 논공읍 북리 1-70,60,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000036,성원본길인근,공영,노상,,대구광역시 달성군 논공읍 북리 580-30,13,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000037,성원5길인근,공영,노상,대구광역시 달성군 논공읍 논공로23길 14-12,대구광역시 달성군 논공읍 북리 803-304,9,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000038,용호천6길인근,공영,노상,대구광역시 달성군 논공읍 용호로 6,대구광역시 달성군 논공읍 북리 824-178,19,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000039,용호천1길인근,공영,노상,,대구광역시 달성군 논공읍 북리 824-179,113,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000040,평화씨엠비~평화인엔지,공영,노상,,대구광역시 달성군 논공읍 본리리 29-21,45,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000041,문양역인근,공영,노상,대구광역시 달성군 다사읍 달구벌대로 431,대구광역시 달성군 다사읍 문양리 400,12,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000042,화원IC인근,공영,노상,,대구광역시 달성군 옥포면 간경리 191-1,38,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000043,강경리인근,공영,노상,,대구광역시 달성군 옥포면 기세리 863-7,23,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000044,구작로인근,공영,노상,대구광역시 달성군 현풍면 현풍중앙로21길 37-2,대구광역시 달성군 현풍면 부리 497,7,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000045,비슬로인근,공영,노상,,대구광역시 달성군 현풍면 원교리 1696-5,74,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000046,현풍천남길인근,공영,노상,대구광역시 달성군 현풍면 현풍중앙로14길 41-1,대구광역시 달성군 현풍면 중리 257,160,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-1-000047,현풍천북길인근,공영,노상,대구광역시 달성군 현풍면 테크노대로 70,대구광역시 달성군 현풍면 중리 512,81,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000001,구지면 임시 공영주차장 1,공영,노외,대구광역시 달성군 구지면 창리로11길 58-6,대구광역시 달성군 구지면 창리 446-3,25,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000002,구지면 임시 공영주차장 2,공영,노외,,대구광역시 달성군 구지면 창리 428-1 외,15,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000003,유가유곡리 공영주차장,공영,노외,,대구광역시 달성군 유곡리 1007,14,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000004,현풍면 임시 공영주차장,공영,노외,대구광역시 달성군 현풍면 현풍중앙로 130,대구광역시 달성군 현풍면 성하리 235-4,50,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000005,비슬산 자연휴양림 공영주차장,공영,노외,대구광역시 달성군 유가읍 휴양림길 236,대구광역시 달성군 유가읍 용리 15,385,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000006,창리마을 공동주차장,공영,노외,대구광역시 달성군 구지면 구지시장길 45,대구광역시 달성군 구지면 창리 425,20,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000007,창리체육공원주차장,공영,노외,대구광역시 달성군 구지면 창리중앙1길 29,대구광역시 달성군 구지면 창리 602,14,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000008,유가사 노외주차장,공영,노외,,대구광역시 달성군 유가읍 산3-16,65,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000009,논공 복개천 주차장,공영,노외,,대구광역시 달성군 논공읍 북리 1-26,87,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000010,마비정벽화마을 공영주차장,공영,노외,,대구광역시 달성군 화원읍 본리리 1155,95,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000011,용연사 노외주차장,공영,노외,,대구광역시 달성군 옥포면 359-2,50,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000012,"가창용계리천변, 가창용계리",공영,노외,,대구광역시 달성군 가창면 용계리 565-95,100,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000013,"가창용계리천변, 가창용계리",공영,노외,,대구광역시 달성군 가창면 용계리 565-95,20,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000014,화원천내교 및 천변,공영,노외,,대구광역시 달성군 화원읍 천내리 350-2,30,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000015,다사 문양마을 공동주차장,공영,노외,,대구광역시 달성군 다사읍 문양리 470외,72,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
157-2-000016,하빈 현내리 공영주차장,공영,노외,,대구광역시 달성군 하빈면 현내리 853-3,25,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,,,2019-09-10
